S.No,CPU-0,CPU-1,CPU-2,CPU-3,CPU-4,CPU-5,CPU-6,CPU-7,CPU-8
74,31.23,0.04,24.91,0.02,0.58,0.02,17.25,9.85
75,30.07,0.01,30.54,0.0,1.13,0.0,11.41,12.97
76,33.35,0.01,21.09,0.01,11.12,0.02,9.91,10.07
77,30.21,0.0,25.55,0.01,6.28,0.02,18.14,7.87
78,27.09,0.01,32.09,0.01,0.01,0.01,7.49,18.59
79,32.49,13.42,24.27,0.01,4.36,0.01,9.21,5.83
80,20.86,8.7,20.56,0.0,5.42,0.0,14.07,15.36
81,26.68,0.48,17.43,0.0,15.58,0.0,3.69,16.33
82,33.62,22.92,0.0,0.0,6.31,0.0,13.53,6.58
83,41.84,22.06,0.01,0.0,8.24,0.0,5.69,6.77
84,33.16,10.35,0.0,0.0,8.53,0.03,15.77,15.19
85,30.21,24.41,0.06,0.0,4.91,0.0,16.64,9.0
86,29.92,24.15,0.07,0.0,10.35,0.0,7.42,15.27
87,24.23,6.93,0.0,0.0,3.29,0.0,32.57,9.24
88,25.92,2.69,0.0,0.0,8.07,0.0,24.03,15.23
89,34.89,9.92,19.4,0.0,4.78,0.0,13.0,11.54
90,30.11,0.13,31.66,0.0,0.22,0.0,12.19,12.7
91,29.25,11.17,24.01,0.01,0.01,0.01,10.8,12.21
92,40.75,29.96,0.0,0.0,1.75,0.0,8.79,6.38
93,35.74,33.19,0.0,0.01,0.01,0.01,6.14,17.86
94,36.22,35.33,0.03,0.0,5.6,0.0,8.02,3.56
95,32.47,29.39,0.82,0.01,3.9,0.01,10.82,10.41
96,30.06,32.16,0.12,0.0,2.9,0.0,12.39,12.67
97,28.92,18.58,0.0,0.0,12.3,0.0,15.23,9.17
98,26.18,27.2,0.01,0.01,22.0,0.01,1.04,7.66
99,28.87,29.03,0.01,0.01,0.01,0.01,14.83,13.45
100,22.29,20.82,0.0,0.0,10.66,0.0,23.34,3.38
101,35.57,17.65,0.68,0.0,10.78,0.0,8.32,17.22
102,32.03,16.1,0.0,0.0,20.45,0.0,9.09,4.94
103,25.38,34.03,0.0,0.0,11.84,0.0,5.37,8.64
104,29.5,27.3,0.25,0.0,5.97,0.0,6.06,15.97
105,28.37,5.8,13.49,0.0,6.69,0.0,13.73,19.08
106,36.35,0.22,26.71,0.0,8.52,0.0,8.36,5.95
107,36.43,10.03,14.21,0.0,1.62,0.0,12.58,12.55
108,26.85,18.5,0.0,0.0,2.74,0.0,31.17,3.65
109,31.65,32.87,0.46,0.0,9.78,0.0,5.73,11.0
110,30.02,24.17,0.01,0.0,1.55,0.0,9.6,19.74
111,31.06,16.35,0.01,0.01,22.5,0.01,5.54,8.19
112,30.46,13.11,18.76,0.02,1.44,0.02,20.51,5.58
113,27.96,0.03,19.61,0.03,13.9,0.03,15.44,10.69
114,32.87,8.84,32.64,0.0,7.73,0.0,3.41,2.92
115,31.67,13.59,0.0,0.0,0.02,0.0,17.95,14.56
116,26.46,0.51,0.0,0.0,24.09,0.0,18.51,4.49
117,29.75,23.52,0.0,0.0,6.36,0.0,14.82,9.82
118,19.57,23.59,0.05,0.01,5.75,0.01,21.13,9.58
119,35.79,37.12,0.28,0.01,0.01,0.01,7.53,9.15
120,39.33,43.03,0.14,0.01,0.01,0.01,5.56,7.0
121,27.16,23.47,0.01,0.01,8.45,0.01,17.09,11.08
122,21.3,20.48,0.01,0.01,0.53,0.01,12.38,24.29
123,28.33,17.13,0.03,0.0,3.55,0.0,20.09,9.94
124,25.89,25.56,0.01,0.01,3.58,0.01,10.88,13.43
125,34.64,11.97,0.0,0.0,1.56,0.0,14.05,19.23
126,28.73,23.01,0.0,0.0,2.71,0.0,7.33,18.02
127,25.19,23.36,0.0,0.0,0.0,0.0,13.39,17.36
128,25.22,21.65,0.0,0.0,1.03,0.0,17.23,13.67
129,25.27,21.19,0.06,0.0,5.83,0.0,17.8,12.45
130,19.73,22.77,0.0,0.0,1.12,0.0,11.75,25.75
131,38.84,27.52,0.01,0.03,0.02,0.03,12.69,9.94
132,32.01,8.4,25.67,0.03,0.03,0.03,8.08,12.34
133,29.01,0.05,20.19,0.0,14.85,0.0,9.79,13.21
134,23.73,20.23,23.25,0.0,4.64,0.0,12.3,4.36
135,33.96,33.37,0.12,0.0,6.2,0.0,7.39,7.72
136,26.18,22.66,9.38,0.0,10.65,0.0,9.18,12.65
137,36.3,36.07,0.01,0.0,6.9,0.0,2.08,10.42
138,26.78,16.24,0.0,0.0,10.59,0.0,13.78,13.25
