S.No,"PID-1,procnto-smp-instr","PID-16386,bmetrics_service","PID-12291,slogger2","PID-774148,surfaceflinger","PID-32773,smmu_service","PID-20486,devc-quipv3","PID-20487,secpolgenerate","PID-28681,qcpe_qhee","PID-28682,watchdog","PID-28683,memorydump","PID-28684,syscache_service","PID-28685,pil_service","PID-40974,spi_service","PID-733199,dlt-qnx-system","PID-32784,qcpe_service","PID-32785,qcgpio","PID-32786,qcore","PID-36883,on","PID-36884,devc-pty","PID-36885,ksh","PID-40982,i2c_service","PID-40983,slm","PID-40984,diag_service","PID-40985,pipe","PID-40986,fastrpc","PID-40987,io-pkt-v6-hc","PID-40988,hab","PID-40989,wfd_server","PID-40990,openwfd_telltale","PID-40991,wfd_be","PID-40992,screen","PID-40993,ssplash","PID-40994,kgsl","PID-40995,gsl_hab_server","PID-778276,systemui","PID-40997,mq","PID-40998,audio_service","PID-778279,settings","PID-41000,videoCore","PID-778281,kitchensink","PID-41002,hyp_video_be","PID-41003,devb-ufs-qualcomm","PID-778284,hvac","PID-41005,slm","PID-53294,vmf","PID-430127,io-audio","PID-53296,res_mon","PID-167985,qseecom_daemon","PID-61490,random","PID-127027,qseecom_service","PID-200756,km_be","PID-225333,qvb_service","PID-254006,vmm_service","PID-323639,pps","PID-254008,diag_lsm_serversocket","PID-274489,vmm_lifecycle","PID-282682,qvm","PID-626747,dumper","PID-352316,ssr_service","PID-380989,cdsp_service","PID-401470,prng_service","PID-380991,life_cycle_man_demo","PID-401472,fde_be","PID-778305,carlauncher","PID-438338,npu_service","PID-467011,dlt-daemon","PID-512068,qconn","PID-782405,mapsplaceholder","PID-507974,inetd","PID-491591,syslogd","PID-680008,on","PID-524361,io_service","PID-581706,vm_ssr_be","PID-581708,dcvs_service","PID-688205,tool_policy_manager","PID-794632,slog2info"
10,83,3,4,6,6,7,3,5,4,7,1,12,2,5,7,1,10,0,3,4,1,2,22,0,21,5,2,11,5,5,12,5,65,5,6,0,35,6,20,6,4,7,6,4,37,9,51,16,4,19,7,7,7,3,5,4,25,4,6,9,4,4,5,6,7,8,5,6,8,5,0,9,6,9,3,4
11,83,3,4,6,6,7,3,5,4,7,1,12,2,5,7,1,10,0,3,4,1,2,22,0,21,5,2,11,5,5,12,5,65,5,6,0,35,6,20,6,4,7,6,4,37,9,52,16,4,19,7,7,7,3,5,4,25,4,6,9,4,4,5,6,7,8,5,6,8,5,0,9,6,9,3,4
12,83,3,4,6,6,7,3,5,4,7,1,12,2,5,7,1,10,0,3,4,1,2,22,0,21,5,2,11,5,5,12,5,65,5,6,0,35,6,20,6,4,7,6,4,37,9,53,16,4,19,7,7,7,3,5,4,25,4,6,9,4,4,5,6,7,8,5,6,8,5,0,9,6,9,3,4
13,83,3,4,6,6,7,3,5,4,7,1,12,2,5,7,1,10,0,3,4,1,2,22,0,21,5,2,11,5,5,12,5,65,5,6,0,35,6,20,6,4,7,6,4,37,9,54,16,4,19,7,7,7,3,5,4,25,4,6,9,4,4,5,6,7,8,5,6,8,5,0,9,6,9,3,4
14,83,3,4,6,6,7,3,5,4,7,1,12,2,5,7,1,10,0,3,4,1,2,22,0,21,5,2,11,5,5,12,5,65,5,6,0,35,6,20,6,4,7,6,4,37,9,55,16,4,19,7,7,7,3,5,4,25,4,6,9,4,4,5,6,7,8,5,6,8,5,0,9,6,9,3,4
15,83,3,4,6,6,7,3,5,4,7,1,12,2,5,7,1,10,0,3,4,1,2,22,0,21,5,2,11,5,5,12,5,65,5,6,0,35,0,20,6,4,7,6,4,37,9,56,16,4,19,7,7,7,3,5,4,25,4,6,9,4,4,5,6,7,8,5,6,8,5,0,9,6,9,3,4
16,83,3,4,6,6,7,3,5,4,7,1,12,2,5,7,1,10,0,3,4,1,2,22,0,21,5,2,11,5,5,12,5,65,5,6,0,35,0,20,6,4,7,6,4,37,9,57,16,4,19,7,7,7,3,5,4,25,4,6,9,4,4,5,6,7,8,5,6,8,5,0,9,6,9,3,4
17,83,3,4,6,6,7,3,5,4,7,1,12,2,5,7,1,10,0,3,4,1,2,22,0,21,5,2,11,5,5,12,5,65,5,6,0,35,0,20,6,4,7,6,4,37,9,58,16,4,19,7,7,7,3,5,4,25,4,6,9,4,4,5,6,7,8,5,6,8,5,0,9,6,9,3,4
18,83,3,4,6,6,7,3,5,4,7,1,12,2,5,7,1,10,0,3,4,1,2,22,0,21,5,2,11,5,5,12,5,65,5,6,0,35,0,20,6,4,7,6,4,37,9,59,16,4,19,7,7,7,3,5,4,25,4,6,9,4,4,5,6,7,8,5,6,8,5,0,9,6,9,3,4
19,83,3,4,6,6,7,3,5,4,7,1,12,2,5,7,1,10,0,3,4,1,2,22,0,21,5,2,11,5,5,12,5,65,5,6,0,35,0,20,6,4,7,6,4,37,9,60,16,4,19,7,7,7,3,5,4,25,4,6,9,4,4,5,6,7,8,5,6,8,5,0,9,6,9,3,4
20,83,3,4,6,6,7,3,5,4,9,1,12,2,5,7,1,10,0,3,4,1,2,22,0,21,5,2,11,5,5,12,5,65,5,6,0,35,0,20,6,4,7,6,4,37,9,61,16,4,19,7,7,7,3,5,4,25,4,6,9,4,4,5,6,7,8,5,6,8,5,0,9,6,9,3,4
21,83,3,4,6,6,7,3,5,4,7,1,12,2,5,7,1,10,0,3,4,1,2,22,0,21,5,2,11,5,5,12,5,65,5,6,0,35,0,20,6,4,7,6,4,37,9,62,16,4,19,7,7,7,3,5,4,25,4,6,9,4,4,5,6,7,8,5,6,8,5,0,9,6,9,3,4
22,83,3,4,6,6,7,3,5,4,7,1,12,2,5,7,1,10,0,3,4,1,2,22,0,21,5,2,11,5,5,12,5,65,5,6,0,35,0,20,6,4,7,6,4,37,9,63,16,4,19,7,7,7,3,5,4,25,4,6,9,4,4,5,6,7,8,5,6,8,5,0,9,6,9,3,4
23,83,3,4,6,6,7,3,5,4,9,1,12,2,5,7,1,10,0,3,4,1,2,22,0,21,5,2,11,5,5,12,5,65,5,6,0,35,0,20,6,4,7,6,4,37,9,64,16,4,19,7,7,7,3,5,4,25,4,6,9,4,4,5,6,7,8,5,6,8,5,0,9,6,9,3,4
24,83,3,4,6,6,7,3,5,4,7,1,12,2,5,7,1,10,0,3,4,1,2,22,0,21,5,2,11,5,5,12,5,65,5,6,0,35,0,20,6,4,7,6,4,37,9,65,16,4,19,7,7,7,3,5,4,25,4,6,9,4,4,5,6,7,8,5,6,8,5,0,9,6,9,3,4
25,83,3,4,6,6,7,3,5,4,7,1,12,2,5,7,1,10,0,3,4,1,2,22,0,21,5,2,11,5,5,12,5,65,5,6,0,35,0,20,6,4,7,6,4,37,9,66,16,4,19,7,7,7,3,5,4,25,4,6,9,4,4,5,6,7,8,5,6,8,5,0,9,6,9,3,4
26,83,3,4,6,6,7,3,5,4,7,1,12,2,5,7,1,10,0,3,4,1,2,22,0,21,5,2,11,5,5,12,5,65,5,6,0,35,0,20,6,4,7,6,4,37,9,67,16,4,19,7,7,7,3,5,4,25,4,6,9,4,4,5,6,7,8,5,6,8,5,0,9,6,9,3,4
27,83,3,4,6,6,7,3,5,4,9,1,12,2,5,7,1,10,0,3,4,1,2,22,0,21,5,2,11,5,5,12,5,65,5,6,0,35,0,20,6,4,7,6,4,37,9,68,16,4,19,7,7,7,3,5,4,25,4,6,9,4,4,5,6,7,8,5,6,8,5,0,9,6,9,3,4
28,83,3,4,6,6,7,3,5,4,7,1,12,2,5,7,1,10,0,3,4,1,2,22,0,21,5,2,11,5,5,12,5,65,5,6,0,35,0,20,6,4,7,6,4,37,9,69,16,4,19,7,7,7,3,5,4,25,4,6,9,4,4,5,6,7,8,5,6,8,5,0,9,6,9,3,4
29,83,3,4,6,6,7,3,5,4,7,1,12,2,5,7,1,10,0,3,4,1,2,22,0,21,5,2,11,5,5,12,5,65,5,6,0,35,0,20,6,4,7,6,4,37,9,70,16,4,19,7,7,7,3,5,4,25,4,6,9,4,4,5,6,7,8,5,6,8,5,0,9,6,9,3,4
30,83,3,4,6,6,7,3,5,4,7,1,12,2,5,7,1,10,0,3,4,1,2,22,0,21,5,2,11,5,5,12,5,65,5,6,0,35,0,20,6,4,7,6,4,37,9,71,16,4,19,7,7,7,3,5,4,25,4,6,9,4,4,5,6,7,8,5,6,8,5,0,9,6,9,3,4
31,83,3,4,6,6,7,3,5,4,7,1,12,2,5,7,1,10,0,3,4,1,2,22,0,21,5,2,11,5,5,12,5,65,5,6,0,35,0,20,6,4,7,6,4,37,9,72,16,4,19,7,7,7,3,5,4,25,4,6,9,4,4,5,6,7,8,5,6,8,5,0,9,6,9,3,4
32,83,3,4,6,6,7,3,5,4,7,1,12,2,5,7,1,10,0,3,4,1,2,22,0,21,5,2,11,5,5,12,5,65,5,6,0,35,0,20,6,4,7,6,4,37,9,73,16,4,19,7,7,7,3,5,4,25,4,6,9,4,4,5,6,7,8,5,6,8,5,0,9,6,9,3,4
33,83,3,4,6,6,7,3,5,4,7,1,12,2,5,7,1,10,0,3,4,1,2,22,0,21,5,2,11,5,5,12,5,65,5,6,0,35,0,20,6,4,7,6,4,37,9,74,16,4,19,7,7,7,3,5,4,25,4,6,9,4,4,5,6,7,8,5,6,8,5,0,9,6,9,3,4
34,83,3,4,6,6,7,3,5,4,7,1,12,2,5,7,1,10,0,3,4,1,2,22,0,21,5,2,11,5,5,12,5,65,5,6,0,35,0,20,6,4,7,6,4,37,9,75,16,4,19,7,7,7,3,5,4,25,4,6,9,4,4,5,6,7,8,5,6,8,5,0,9,6,9,3,4
35,83,3,4,6,6,7,3,5,4,7,1,12,2,5,7,1,10,0,3,4,1,2,22,0,21,5,2,11,5,5,12,5,65,5,6,0,35,0,20,6,4,7,6,4,37,9,76,16,4,19,7,7,7,3,5,4,25,4,6,9,4,4,5,6,7,8,5,6,8,5,0,9,6,9,3,4
36,83,3,4,6,6,7,3,5,4,7,1,12,2,5,7,1,10,0,3,4,1,2,22,0,21,5,2,11,5,5,12,5,65,5,6,0,35,0,20,6,4,7,6,4,37,9,77,16,4,19,7,7,7,3,5,4,25,4,6,9,4,4,5,6,7,8,5,6,8,5,0,9,6,9,3,4
37,83,3,4,6,6,7,3,5,4,7,1,12,2,5,7,1,10,0,3,4,1,2,22,0,21,5,2,11,5,5,12,5,65,5,6,0,35,0,20,6,4,7,6,4,37,9,78,16,4,19,7,7,7,3,5,4,25,4,6,9,4,4,5,6,7,8,5,6,8,5,0,9,6,9,3,4
38,83,3,4,6,6,7,3,5,4,7,1,12,2,5,7,1,10,0,3,4,1,2,22,0,21,5,2,11,5,5,12,5,65,5,6,0,35,0,20,6,4,7,6,4,37,9,79,16,4,19,7,7,7,3,5,4,25,4,6,9,4,4,5,6,7,8,5,6,8,5,0,9,6,9,3,4
39,83,3,4,6,6,7,3,5,4,7,1,12,2,5,7,1,10,0,3,4,1,2,22,0,21,5,2,11,5,5,12,5,65,5,6,0,35,0,20,6,4,7,6,4,37,9,80,16,4,19,7,7,7,3,5,4,25,4,6,9,4,4,5,6,7,8,5,6,8,5,0,9,6,9,3,4
40,83,3,4,6,6,7,3,5,4,7,1,12,2,5,7,1,10,0,3,4,1,2,22,0,21,5,2,11,5,5,12,5,65,5,6,0,35,0,20,6,4,7,6,4,37,9,81,16,4,19,7,7,7,3,5,4,25,4,6,9,4,4,5,6,7,8,5,6,8,5,0,9,6,9,3,4
41,83,3,4,6,6,7,3,5,4,7,1,12,2,5,7,1,10,0,3,4,1,2,22,0,21,5,2,11,5,5,12,5,65,5,6,0,35,0,20,6,4,7,6,4,37,9,82,16,4,19,7,7,7,3,5,4,25,4,6,9,4,4,5,6,7,8,5,6,8,5,0,9,6,9,3,4
42,83,3,4,6,6,7,3,5,4,7,1,12,2,5,7,1,10,0,3,4,1,2,22,0,21,5,2,11,5,5,12,5,65,5,6,0,35,0,20,6,4,7,6,4,37,9,83,16,4,19,7,7,7,3,5,4,25,4,6,9,4,4,5,6,7,8,5,6,8,5,0,9,6,9,3,4
43,83,3,4,6,6,7,3,5,4,7,1,12,2,5,7,1,10,0,3,4,1,2,22,0,21,5,2,11,5,5,12,5,65,5,6,0,35,0,20,6,4,7,6,4,37,9,84,16,4,19,7,7,7,3,5,4,25,4,6,9,4,4,5,6,7,8,5,6,8,5,0,9,6,9,3,4
44,83,3,4,6,6,7,3,5,4,7,1,12,2,5,7,1,10,0,3,4,1,2,22,0,21,5,2,11,5,5,12,5,65,5,6,0,35,0,20,6,4,7,6,4,37,9,85,16,4,19,7,7,7,3,5,4,25,4,6,9,4,4,5,6,7,8,5,6,8,5,0,9,6,9,3,4
45,83,3,4,6,6,7,3,5,4,7,1,12,2,5,7,1,10,0,3,4,1,2,22,0,21,5,2,11,5,5,12,5,65,5,6,0,35,0,20,6,4,7,6,4,37,9,86,16,4,19,7,7,7,3,5,4,25,4,6,9,4,4,5,6,7,8,5,6,8,5,0,9,6,9,3,4
46,83,3,4,6,6,7,3,5,4,9,1,12,2,5,7,1,10,0,3,4,1,2,22,0,21,5,2,11,5,5,12,5,65,5,6,0,35,0,20,6,4,7,6,4,37,9,87,16,4,19,7,7,7,3,5,4,25,4,6,9,4,4,5,6,7,8,5,6,8,5,0,9,6,9,3,4
47,83,3,4,6,6,7,3,5,4,7,1,12,2,5,7,1,10,0,3,4,1,2,22,0,21,5,2,11,5,5,12,5,65,5,6,0,35,0,20,6,4,7,6,4,37,9,88,16,4,19,7,7,7,3,5,4,25,4,6,9,4,4,5,6,7,8,5,6,8,5,0,9,6,9,3,4
48,83,3,4,6,6,7,3,5,4,7,1,12,2,5,7,1,10,0,3,4,1,2,22,0,21,5,2,11,5,5,12,5,65,5,6,0,35,0,20,6,4,7,6,4,37,9,89,16,4,19,7,7,7,3,5,4,25,4,6,9,4,4,5,6,7,8,5,6,8,5,0,9,6,9,3,4
49,83,3,4,6,6,7,3,5,4,7,1,12,2,5,7,1,10,0,3,4,1,2,22,0,21,5,2,11,5,5,12,5,65,5,6,0,35,0,20,6,4,7,6,4,37,9,90,16,4,19,7,7,7,3,5,4,25,4,6,9,4,4,5,6,7,8,5,6,8,5,0,9,6,9,3,4
50,83,3,4,6,6,7,3,5,4,7,1,12,2,5,7,1,10,0,3,4,1,2,22,0,21,5,2,11,5,5,12,5,65,5,6,0,35,0,20,6,4,7,6,4,37,9,91,16,4,19,7,7,7,3,5,4,25,4,6,9,4,4,5,6,7,8,5,6,8,5,0,9,6,9,3,4
51,83,3,4,6,6,7,3,5,4,7,1,12,2,5,7,1,10,0,3,4,1,2,22,0,21,5,2,11,5,5,12,5,65,5,6,0,35,0,20,6,4,7,6,4,37,9,92,16,4,19,7,7,7,3,5,4,25,4,6,9,4,4,5,6,7,8,5,6,8,5,0,9,6,9,3,4
52,83,3,4,6,6,7,3,5,4,7,1,12,2,5,7,1,10,0,3,4,1,2,22,0,21,5,2,11,5,5,12,5,65,5,6,0,35,0,20,6,4,7,6,4,37,9,93,16,4,19,7,7,7,3,5,4,25,4,6,9,4,4,5,6,7,8,5,6,8,5,0,9,6,9,3,4
53,83,3,4,6,6,7,3,5,4,7,1,12,2,5,7,1,10,0,3,4,1,2,22,0,21,5,2,11,5,5,12,5,65,5,6,0,35,0,20,6,4,7,6,4,37,9,94,16,4,19,7,7,7,3,5,4,25,4,6,9,4,4,5,6,7,8,5,6,8,5,0,9,6,9,3,4
54,83,3,4,6,6,7,3,5,4,7,1,12,2,5,7,1,10,0,3,4,1,2,22,0,21,5,2,11,5,5,12,5,65,5,6,0,35,0,20,6,4,7,6,4,37,9,95,16,4,19,7,7,7,3,5,4,25,4,6,9,4,4,5,6,7,8,5,6,8,5,0,9,6,9,3,4
55,83,3,4,6,6,7,3,5,4,7,1,12,2,5,7,1,10,0,3,4,1,2,22,0,21,5,2,11,5,5,12,5,65,5,6,0,35,0,20,6,4,7,6,4,37,9,96,16,4,19,7,7,7,3,5,4,25,4,6,9,4,4,5,6,7,8,5,6,8,5,0,9,6,9,3,4
56,83,3,4,6,6,7,3,5,4,7,1,12,2,5,7,1,10,0,3,4,1,2,22,0,21,5,2,11,5,5,12,5,65,5,6,0,35,0,20,6,4,7,6,4,37,9,97,16,4,19,7,7,7,3,5,4,25,4,6,9,4,4,5,6,7,8,5,6,8,5,0,9,6,9,3,4
57,83,3,4,6,6,7,3,5,4,8,1,12,2,5,7,1,10,0,3,4,1,2,22,0,21,5,2,11,5,5,12,5,65,5,6,0,35,0,20,6,4,7,6,4,37,9,98,16,4,19,7,7,7,3,5,4,25,4,6,9,4,4,5,6,7,8,5,6,8,5,0,9,6,9,3,4
58,83,3,4,6,6,7,3,5,4,7,1,12,2,5,7,1,10,0,3,4,1,2,22,0,21,5,2,11,5,5,12,5,65,5,6,0,35,0,20,6,4,7,6,4,37,9,99,16,4,19,7,7,7,3,5,4,25,4,6,9,4,4,5,6,7,8,5,6,8,5,0,9,6,9,3,4
59,83,3,4,6,6,7,3,5,4,7,1,12,2,5,7,1,10,0,3,4,1,2,22,0,21,5,2,11,5,5,12,5,65,5,6,0,35,0,20,6,4,7,6,4,37,9,100,16,4,19,7,7,7,3,5,4,25,4,6,9,4,4,5,6,7,8,5,6,8,5,0,9,6,9,3,4
60,83,3,4,6,6,7,3,5,4,7,1,12,2,5,7,1,10,0,3,4,1,2,22,0,21,5,2,11,5,5,12,5,65,5,6,0,35,0,20,6,4,7,6,4,37,9,101,16,4,19,7,7,7,3,5,4,25,4,6,9,4,4,5,6,7,8,5,6,8,5,0,9,6,9,3,4
61,83,3,4,6,6,7,3,5,4,7,1,12,2,5,7,1,10,0,3,4,1,2,22,0,21,5,2,11,5,5,12,5,65,5,6,0,35,0,20,6,4,7,6,4,37,9,102,16,4,19,7,7,7,3,5,4,25,4,6,9,4,4,5,6,7,8,5,6,8,5,0,9,6,9,3,4
62,83,3,4,6,6,7,3,5,4,7,1,12,2,5,7,1,10,0,3,4,1,2,22,0,21,5,2,11,5,5,12,5,65,5,6,0,35,0,20,6,4,7,6,4,37,9,103,16,4,19,7,7,7,3,5,4,25,4,6,9,4,4,5,6,7,8,5,6,8,5,0,9,6,9,3,4
63,83,3,4,6,6,7,3,5,4,7,1,12,2,5,7,1,10,0,3,4,1,2,22,0,21,5,2,11,5,5,12,5,65,5,6,0,35,0,20,6,4,7,6,4,37,9,104,16,4,19,7,7,7,3,5,4,25,4,6,9,4,4,5,6,7,8,5,6,8,5,0,9,6,9,3,4
64,83,3,4,6,6,7,3,5,4,7,1,12,2,5,7,1,10,0,3,4,1,2,22,0,21,5,2,11,5,5,12,5,65,5,6,0,35,0,20,6,4,7,6,4,37,9,105,16,4,19,7,7,7,3,5,4,25,4,6,9,4,4,5,6,7,8,5,6,8,5,0,9,6,9,3,4
65,83,3,4,6,6,7,3,5,4,7,1,12,2,5,7,1,10,0,3,4,1,2,22,0,21,5,2,11,5,5,12,5,65,5,6,0,35,0,20,6,4,7,6,4,37,9,106,16,4,19,7,7,7,3,5,4,25,4,6,9,4,4,5,6,7,8,5,6,8,5,0,9,6,9,3,4
66,83,3,4,6,6,7,3,5,4,7,1,12,2,5,7,1,10,0,3,4,1,2,22,0,21,5,2,11,5,5,12,5,65,5,6,0,35,0,20,6,4,7,6,4,37,9,107,16,4,19,7,7,7,3,5,4,25,4,6,9,4,4,5,6,7,8,5,6,8,5,0,9,6,9,3,4
67,83,3,4,6,6,7,3,5,4,7,1,12,2,5,7,1,10,0,3,4,1,2,22,0,21,5,2,11,5,5,12,5,65,5,6,0,35,0,20,6,4,7,6,4,37,9,108,16,4,19,7,7,7,3,5,4,25,4,6,9,4,4,5,6,7,8,5,6,8,5,0,9,6,9,3,4
68,83,3,4,6,6,7,3,5,4,7,1,12,2,5,7,1,10,0,3,4,1,2,22,0,21,5,2,11,5,5,12,5,65,5,6,0,35,0,20,6,4,7,6,4,37,9,109,16,4,19,7,7,7,3,5,4,25,4,6,9,4,4,5,6,7,8,5,6,8,5,0,9,6,9,3,4
69,83,3,4,6,6,7,3,5,4,7,1,12,2,5,7,1,10,0,3,4,1,2,22,0,21,5,2,11,5,5,12,5,65,5,6,0,35,0,20,6,4,7,6,4,37,9,110,16,4,19,7,7,7,3,5,4,25,4,6,9,4,4,5,6,7,8,5,6,8,5,0,9,6,9,3,4
70,83,3,4,6,6,7,3,5,4,7,1,12,2,5,7,1,10,0,3,4,1,2,22,0,21,5,2,11,5,5,12,5,65,5,6,0,35,0,20,6,4,7,6,4,37,9,111,16,4,19,7,7,7,3,5,4,25,4,6,9,4,4,5,6,7,8,5,6,8,5,0,9,6,9,3,4
71,83,3,4,6,6,7,3,5,4,7,1,12,2,5,7,1,10,0,3,4,1,2,22,0,21,5,2,11,5,5,12,5,65,5,6,0,35,0,20,6,4,7,6,4,37,9,112,16,4,19,7,7,7,3,5,4,25,4,6,9,4,4,5,6,7,8,5,6,8,5,0,9,6,9,3,4
72,83,3,4,6,6,7,3,5,4,7,1,12,2,5,7,1,10,0,3,4,1,2,22,0,21,5,2,11,5,5,12,5,65,5,6,0,35,0,20,6,4,7,6,4,37,9,113,16,4,19,7,7,7,3,5,4,25,4,6,9,4,4,5,6,7,8,5,6,8,5,0,9,6,9,3,4
73,83,3,4,6,6,7,3,5,4,7,1,12,2,5,7,1,10,0,3,4,1,2,22,0,21,5,2,11,5,5,12,5,65,5,6,0,35,0,20,6,4,7,6,4,37,9,114,16,4,19,7,7,7,3,5,4,25,4,6,9,4,4,5,6,7,8,5,6,8,5,0,9,6,9,3,4
74,83,3,4,6,6,7,3,5,4,7,1,12,2,5,7,1,10,0,3,4,1,2,22,0,21,5,2,11,5,5,12,5,65,5,6,0,35,0,20,6,4,7,6,4,37,9,115,16,4,19,7,7,7,3,5,4,25,4,6,9,4,4,5,6,7,8,5,6,8,5,0,9,6,9,3,4
75,83,3,4,6,6,7,3,5,4,7,1,12,2,5,7,1,10,0,3,4,1,2,22,0,21,5,2,11,5,5,12,5,65,5,6,0,35,0,20,6,4,7,6,4,37,9,116,16,4,19,7,7,7,3,5,4,25,4,6,9,4,4,5,6,7,8,5,6,8,5,0,9,6,9,3,4
76,83,3,4,6,6,7,3,5,4,7,1,12,2,5,7,1,10,0,3,4,1,2,22,0,21,5,2,11,5,5,12,5,65,5,6,0,35,0,20,6,4,7,6,4,37,9,117,16,4,19,7,7,7,3,5,4,25,4,6,9,4,4,5,6,7,8,5,6,8,5,0,9,6,9,3,4
77,83,3,4,6,6,7,3,5,4,9,1,12,2,5,7,1,10,0,3,4,1,2,22,0,21,5,2,11,5,5,12,5,65,5,6,0,35,0,20,6,4,7,6,4,37,9,118,16,4,19,7,7,7,3,5,4,25,4,6,9,4,4,5,6,7,8,5,6,8,5,0,9,6,9,3,4
78,83,3,4,6,6,7,3,5,4,7,1,12,2,5,7,1,10,0,3,4,1,2,22,0,21,5,2,11,5,5,12,5,65,5,6,0,35,0,20,6,4,7,6,4,37,9,119,16,4,19,7,7,7,3,5,4,25,4,6,9,4,4,5,6,7,8,5,6,8,5,0,9,6,9,3,4
